milestone_id,collection_id,workstream,milestone_name,planned_date,actual_date,owner,status,dependency_id,delay_days,is_blocked,blocker_reason,collection_name,brand_id,brand_name,market,season,launch_date,launch_channel,days_to_launch_at_plan,is_overdue
MS00259,COL015,quality_control,Mid-production inspection,2026-09-22,,E-commerce Producer,In Progress,MS00258,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,64,False
MS00260,COL015,quality_control,Final quality inspection,2026-10-10,,Logistics Lead,Not Started,MS00259,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,46,False
MS00261,COL015,inbound_logistics,Shipment booking confirmed,2026-10-22,,Marketing Manager,In Progress,MS00260,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,34,False
MS00262,COL015,inbound_logistics,Customs documentation completed,2026-10-23,,Production Planner,In Progress,MS00261,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,33,False
MS00263,COL015,warehouse_allocation,Warehouse slot confirmed,2026-11-04,,Logistics Lead,Not Started,MS00262,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,21,False
MS00264,COL015,ecommerce,Product copy uploaded,2026-11-08,,Compliance Lead,In Progress,MS00263,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,17,False
MS00265,COL015,ecommerce,Product images approved,2026-11-12,,Production Planner,Not Started,MS00264,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,13,False
MS00266,COL015,ecommerce,Pricing approved,2026-11-12,,Merchandising,In Progress,MS00265,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,13,False
MS00267,COL015,marketing,Campaign assets delivered,2026-11-17,,Production Planner,In Progress,MS00266,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,8,False
MS00268,COL015,retail_readiness,Retail briefing completed,2026-11-17,,Quality Manager,Blocked,MS00267,1,True,Content approval missing,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,8,False
MS00269,COL015,launch_governance,Launch readiness review,2026-11-16,,Quality Manager,At Risk,MS00268,2,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,9,False
MS00270,COL015,launch_governance,Go-live approval,2026-11-22,,Marketing Manager,In Progress,MS00269,0,False,,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,3,False
MS00271,COL016,design,Final design sign-off,2026-03-25,2026-03-25,Merchandising,Completed,,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,159,False
MS00272,COL016,design,Fabric approval,2026-04-06,2026-04-04,Compliance Lead,Completed,MS00271,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,147,False
MS00273,COL016,sourcing,Supplier nomination,2026-04-15,,Sourcing Lead,Delayed,MS00272,4,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,138,True
MS00274,COL016,sourcing,Purchase order confirmed,2026-05-05,,Logistics Lead,Not Started,MS00273,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,118,False
MS00275,COL016,production,Size set sample approved,2026-05-16,,Compliance Lead,At Risk,MS00274,6,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,107,False
MS00276,COL016,production,Production start,2026-05-31,,Merchandising,At Risk,MS00275,1,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,92,False
MS00277,COL016,quality_control,Mid-production inspection,2026-06-28,,PMO,At Risk,MS00276,1,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,64,False
MS00278,COL016,quality_control,Final quality inspection,2026-07-15,,Marketing Manager,At Risk,MS00277,6,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,47,False
MS00279,COL016,inbound_logistics,Shipment booking confirmed,2026-07-28,,Retail Operations,Not Started,MS00278,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,34,False
MS00280,COL016,inbound_logistics,Customs documentation completed,2026-07-31,,Production Planner,In Progress,MS00279,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,31,False
MS00281,COL016,warehouse_allocation,Warehouse slot confirmed,2026-08-13,,PMO,Not Started,MS00280,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,18,False
MS00282,COL016,ecommerce,Product copy uploaded,2026-08-11,,Sourcing Lead,Blocked,MS00281,5,True,Quality rework pending,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,20,False
MS00283,COL016,ecommerce,Product images approved,2026-08-18,,PMO,Not Started,MS00282,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,13,False
MS00284,COL016,ecommerce,Pricing approved,2026-08-15,,Production Planner,In Progress,MS00283,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,16,False
MS00285,COL016,marketing,Campaign assets delivered,2026-08-16,,Sourcing Lead,Not Started,MS00284,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,15,False
MS00286,COL016,retail_readiness,Retail briefing completed,2026-08-20,,Compliance Lead,At Risk,MS00285,5,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,11,False
MS00287,COL016,launch_governance,Launch readiness review,2026-08-24,,PMO,In Progress,MS00286,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,7,False
MS00288,COL016,launch_governance,Go-live approval,2026-08-26,,Merchandising,In Progress,MS00287,0,False,,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,5,False
MS00289,COL017,design,Final design sign-off,2026-10-23,,Retail Operations,In Progress,,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,156,False
MS00290,COL017,design,Fabric approval,2026-11-03,,E-commerce Producer,Not Started,MS00289,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,145,False
MS00291,COL017,sourcing,Supplier nomination,2026-11-13,,Merchandising,Not Started,MS00290,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,135,False
MS00292,COL017,sourcing,Purchase order confirmed,2026-11-25,,Merchandising,Not Started,MS00291,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,123,False
MS00293,COL017,production,Size set sample approved,2026-12-16,,Sourcing Lead,At Risk,MS00292,9,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,102,False
MS00294,COL017,production,Production start,2026-12-23,,E-commerce Producer,Blocked,MS00293,6,True,Dependency not complete,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,95,False
MS00295,COL017,quality_control,Mid-production inspection,2027-01-15,,E-commerce Producer,Not Started,MS00294,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,72,False
MS00296,COL017,quality_control,Final quality inspection,2027-02-07,,Quality Manager,In Progress,MS00295,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,49,False
MS00297,COL017,inbound_logistics,Shipment booking confirmed,2027-02-19,,E-commerce Producer,At Risk,MS00296,5,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,37,False
MS00298,COL017,inbound_logistics,Customs documentation completed,2027-02-23,,PMO,At Risk,MS00297,1,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,33,False
MS00299,COL017,warehouse_allocation,Warehouse slot confirmed,2027-03-10,,Compliance Lead,In Progress,MS00298,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,18,False
MS00300,COL017,ecommerce,Product copy uploaded,2027-03-07,,Compliance Lead,At Risk,MS00299,4,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,21,False
MS00301,COL017,ecommerce,Product images approved,2027-03-14,,PMO,Not Started,MS00300,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,14,False
MS00302,COL017,ecommerce,Pricing approved,2027-03-11,,E-commerce Producer,At Risk,MS00301,1,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,17,False
MS00303,COL017,marketing,Campaign assets delivered,2027-03-12,,Production Planner,Not Started,MS00302,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,16,False
MS00304,COL017,retail_readiness,Retail briefing completed,2027-03-23,,E-commerce Producer,In Progress,MS00303,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,5,False
MS00305,COL017,launch_governance,Launch readiness review,2027-03-20,,Sourcing Lead,In Progress,MS00304,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,8,False
MS00306,COL017,launch_governance,Go-live approval,2027-03-25,,Merchandising,In Progress,MS00305,0,False,,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,3,False
MS00307,COL018,design,Final design sign-off,2026-06-16,,PMO,Blocked,,10,True,Warehouse slot not available,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,155,False
MS00308,COL018,design,Fabric approval,2026-06-29,,Sourcing Lead,Not Started,MS00307,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,142,False
MS00309,COL018,sourcing,Supplier nomination,2026-07-04,,Compliance Lead,In Progress,MS00308,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,137,False
MS00310,COL018,sourcing,Purchase order confirmed,2026-07-16,,Retail Operations,At Risk,MS00309,5,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,125,False
MS00311,COL018,production,Size set sample approved,2026-08-05,,Marketing Manager,At Risk,MS00310,13,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,105,False
MS00312,COL018,production,Production start,2026-08-16,,Quality Manager,In Progress,MS00311,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,94,False
MS00313,COL018,quality_control,Mid-production inspection,2026-09-15,,Marketing Manager,Not Started,MS00312,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,64,False
MS00314,COL018,quality_control,Final quality inspection,2026-09-29,,E-commerce Producer,At Risk,MS00313,1,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,50,False
MS00315,COL018,inbound_logistics,Shipment booking confirmed,2026-10-13,,Merchandising,Blocked,MS00314,1,True,Pricing decision pending,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,36,False
MS00316,COL018,inbound_logistics,Customs documentation completed,2026-10-20,,Production Planner,Not Started,MS00315,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,29,False
MS00317,COL018,warehouse_allocation,Warehouse slot confirmed,2026-11-01,,E-commerce Producer,In Progress,MS00316,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,17,False
MS00318,COL018,ecommerce,Product copy uploaded,2026-10-28,,Marketing Manager,Not Started,MS00317,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,21,False
MS00319,COL018,ecommerce,Product images approved,2026-11-02,,Compliance Lead,At Risk,MS00318,1,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,16,False
MS00320,COL018,ecommerce,Pricing approved,2026-11-03,,Logistics Lead,In Progress,MS00319,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,15,False
MS00321,COL018,marketing,Campaign assets delivered,2026-11-03,,Marketing Manager,Not Started,MS00320,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,15,False
MS00322,COL018,retail_readiness,Retail briefing completed,2026-11-08,,Merchandising,At Risk,MS00321,1,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,10,False
MS00323,COL018,launch_governance,Launch readiness review,2026-11-09,,Marketing Manager,In Progress,MS00322,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,9,False
MS00324,COL018,launch_governance,Go-live approval,2026-11-14,,Compliance Lead,In Progress,MS00323,0,False,,Stradivarius Denim Summer 25,BR005,Stradivarius,Spain,Summer 25,2026-11-18,Omnichannel,4,False
MS00325,COL019,design,Final design sign-off,2026-09-26,,Quality Manager,At Risk,,1,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,156,False
MS00326,COL019,design,Fabric approval,2026-10-07,,Retail Operations,Not Started,MS00325,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,145,False
MS00327,COL019,sourcing,Supplier nomination,2026-10-18,,Logistics Lead,Not Started,MS00326,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,134,False
MS00328,COL019,sourcing,Purchase order confirmed,2026-10-30,,Production Planner,In Progress,MS00327,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,122,False
MS00329,COL019,production,Size set sample approved,2026-11-19,,Retail Operations,Not Started,MS00328,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,102,False
MS00330,COL019,production,Production start,2026-11-25,,Retail Operations,In Progress,MS00329,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,96,False
MS00331,COL019,quality_control,Mid-production inspection,2026-12-25,,Sourcing Lead,In Progress,MS00330,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,66,False
MS00332,COL019,quality_control,Final quality inspection,2027-01-11,,E-commerce Producer,Not Started,MS00331,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,49,False
MS00333,COL019,inbound_logistics,Shipment booking confirmed,2027-01-25,,E-commerce Producer,In Progress,MS00332,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,35,False
MS00334,COL019,inbound_logistics,Customs documentation completed,2027-02-03,,Production Planner,In Progress,MS00333,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,26,False
MS00335,COL019,warehouse_allocation,Warehouse slot confirmed,2027-02-07,,Marketing Manager,In Progress,MS00334,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,22,False
MS00336,COL019,ecommerce,Product copy uploaded,2027-02-14,,Merchandising,Not Started,MS00335,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,15,False
MS00337,COL019,ecommerce,Product images approved,2027-02-11,,E-commerce Producer,At Risk,MS00336,3,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,18,False
MS00338,COL019,ecommerce,Pricing approved,2027-02-18,,E-commerce Producer,In Progress,MS00337,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,11,False
MS00339,COL019,marketing,Campaign assets delivered,2027-02-13,,Logistics Lead,At Risk,MS00338,5,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,16,False
MS00340,COL019,retail_readiness,Retail briefing completed,2027-02-21,,Marketing Manager,At Risk,MS00339,5,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,8,False
MS00341,COL019,launch_governance,Launch readiness review,2027-02-26,,Compliance Lead,In Progress,MS00340,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,3,False
MS00342,COL019,launch_governance,Go-live approval,2027-03-03,,Production Planner,In Progress,MS00341,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,-2,False
MS00343,COL020,design,Final design sign-off,2026-03-31,,Production Planner,At Risk,,1,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,153,True
MS00344,COL020,design,Fabric approval,2026-04-10,2026-04-10,E-commerce Producer,Completed,MS00343,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,143,False
MS00345,COL020,sourcing,Supplier nomination,2026-04-21,,Production Planner,Delayed,MS00344,1,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,132,True
MS00346,COL020,sourcing,Purchase order confirmed,2026-05-05,,Sourcing Lead,At Risk,MS00345,7,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,118,False
MS00347,COL020,production,Size set sample approved,2026-05-19,,Merchandising,In Progress,MS00346,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,104,False
MS00348,COL020,production,Production start,2026-05-28,,Quality Manager,Not Started,MS00347,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,95,False
MS00349,COL020,quality_control,Mid-production inspection,2026-06-26,,Sourcing Lead,Not Started,MS00348,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,66,False
MS00350,COL020,quality_control,Final quality inspection,2026-07-13,,Compliance Lead,Not Started,MS00349,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,49,False
MS00351,COL020,inbound_logistics,Shipment booking confirmed,2026-07-24,,Production Planner,In Progress,MS00350,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,38,False
MS00352,COL020,inbound_logistics,Customs documentation completed,2026-08-02,,Marketing Manager,At Risk,MS00351,1,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,29,False
MS00353,COL020,warehouse_allocation,Warehouse slot confirmed,2026-08-09,,Production Planner,In Progress,MS00352,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,22,False
MS00354,COL020,ecommerce,Product copy uploaded,2026-08-14,,Quality Manager,In Progress,MS00353,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,17,False
MS00355,COL020,ecommerce,Product images approved,2026-08-20,,Marketing Manager,In Progress,MS00354,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,11,False
MS00356,COL020,ecommerce,Pricing approved,2026-08-19,,Sourcing Lead,Blocked,MS00355,5,True,Pricing decision pending,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,12,False
MS00357,COL020,marketing,Campaign assets delivered,2026-08-18,,PMO,Blocked,MS00356,9,True,Dependency not complete,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,13,False
MS00358,COL020,retail_readiness,Retail briefing completed,2026-08-18,,PMO,In Progress,MS00357,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,13,False
MS00359,COL020,launch_governance,Launch readiness review,2026-08-30,,Quality Manager,In Progress,MS00358,0,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,1,False
MS00360,COL020,launch_governance,Go-live approval,2026-08-29,,Logistics Lead,At Risk,MS00359,1,False,,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,2,False
MS00361,COL021,design,Final design sign-off,2026-05-24,,Quality Manager,At Risk,,1,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,155,False
MS00362,COL021,design,Fabric approval,2026-05-31,,Retail Operations,At Risk,MS00361,1,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,148,False
MS00363,COL021,sourcing,Supplier nomination,2026-06-15,,Merchandising,In Progress,MS00362,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,133,False
MS00364,COL021,sourcing,Purchase order confirmed,2026-06-23,,PMO,Not Started,MS00363,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,125,False
MS00365,COL021,production,Size set sample approved,2026-07-15,,PMO,In Progress,MS00364,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,103,False
MS00366,COL021,production,Production start,2026-07-26,,Marketing Manager,At Risk,MS00365,4,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,92,False
MS00367,COL021,quality_control,Mid-production inspection,2026-08-19,,PMO,In Progress,MS00366,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,68,False
MS00368,COL021,quality_control,Final quality inspection,2026-09-13,,Merchandising,In Progress,MS00367,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,43,False
MS00369,COL021,inbound_logistics,Shipment booking confirmed,2026-09-21,,Retail Operations,Not Started,MS00368,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,35,False
MS00370,COL021,inbound_logistics,Customs documentation completed,2026-09-26,,E-commerce Producer,At Risk,MS00369,1,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,30,False
MS00371,COL021,warehouse_allocation,Warehouse slot confirmed,2026-10-08,,Merchandising,In Progress,MS00370,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,18,False
MS00372,COL021,ecommerce,Product copy uploaded,2026-10-10,,Retail Operations,Not Started,MS00371,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,16,False
MS00373,COL021,ecommerce,Product images approved,2026-10-15,,Logistics Lead,At Risk,MS00372,10,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,11,False
MS00374,COL021,ecommerce,Pricing approved,2026-10-11,,Merchandising,At Risk,MS00373,1,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,15,False
MS00375,COL021,marketing,Campaign assets delivered,2026-10-16,,Marketing Manager,At Risk,MS00374,1,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,10,False
MS00376,COL021,retail_readiness,Retail briefing completed,2026-10-16,,Sourcing Lead,In Progress,MS00375,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,10,False
MS00377,COL021,launch_governance,Launch readiness review,2026-10-25,,Sourcing Lead,At Risk,MS00376,4,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,1,False
MS00378,COL021,launch_governance,Go-live approval,2026-10-25,,Logistics Lead,Not Started,MS00377,0,False,,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,1,False
MS00379,COL022,design,Final design sign-off,2026-07-14,,E-commerce Producer,In Progress,,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,159,False
MS00380,COL022,design,Fabric approval,2026-07-30,,Sourcing Lead,Not Started,MS00379,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,143,False
MS00381,COL022,sourcing,Supplier nomination,2026-08-05,,Logistics Lead,Not Started,MS00380,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,137,False
MS00382,COL022,sourcing,Purchase order confirmed,2026-08-18,,Quality Manager,In Progress,MS00381,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,124,False
MS00383,COL022,production,Size set sample approved,2026-09-08,,Quality Manager,At Risk,MS00382,1,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,103,False
MS00384,COL022,production,Production start,2026-09-23,,Production Planner,Blocked,MS00383,1,True,Dependency not complete,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,88,False
MS00385,COL022,quality_control,Mid-production inspection,2026-10-10,,Merchandising,In Progress,MS00384,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,71,False
MS00386,COL022,quality_control,Final quality inspection,2026-10-31,,Retail Operations,In Progress,MS00385,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,50,False
MS00387,COL022,inbound_logistics,Shipment booking confirmed,2026-11-08,,E-commerce Producer,At Risk,MS00386,2,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,42,False
MS00388,COL022,inbound_logistics,Customs documentation completed,2026-11-19,,Quality Manager,Not Started,MS00387,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,31,False
MS00389,COL022,warehouse_allocation,Warehouse slot confirmed,2026-12-01,,Merchandising,In Progress,MS00388,0,False,,Massimo Dutti Limited Edition Holiday 25,BR003,Massimo Dutti,Poland,Holiday 25,2026-12-20,E-commerce,19,False
