action_id,linked_risk_id,collection_id,action_type,action_description,owner,due_date,completion_date,status,expected_impact,priority,risk_id,risk_type,severity,risk_score,workstream,collection_name,brand_id,brand_name,market,season,launch_date,launch_channel,is_overdue,due_in_14_days
ACT0179,RSK0027,COL004,Add warehouse slot,Reprioritize campaign assets for ecommerce readiness risk before launch gate,Production Planner,2026-07-20,,In Progress,Improve readiness confidence,Critical,RSK0027,ecommerce readiness,Low,3,warehouse_allocation,Bershka Denim Core Holiday 25,BR004,Bershka,Spain,Holiday 25,2026-09-26,Retail,False,False
ACT0180,RSK0190,COL021,Validate compliance documents,Confirm contingency plan for customs issue risk before launch gate,Quality Manager,2026-09-22,,Not Started,Improve readiness confidence,Medium,RSK0190,customs issue,Low,4,ecommerce,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,False,False
ACT0181,RSK0121,COL030,Approve partial launch,Approve partial launch for packaging delay risk before launch gate,Marketing Manager,2026-10-16,,In Progress,Lower rework risk,Critical,RSK0121,packaging delay,High,12,warehouse_allocation,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,False,False
ACT0182,RSK0116,COL030,Escalate quality review,Confirm contingency plan for quality failure risk before launch gate,Quality Manager,2026-09-26,,Overdue,Improve readiness confidence,Medium,RSK0116,quality failure,High,12,warehouse_allocation,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,False,False
ACT0183,RSK0003,COL016,Expedite shipment,Reprioritize campaign assets for ecommerce readiness risk before launch gate,PMO,2026-09-21,2026-09-23,Completed,Contain cost exposure,Medium,RSK0003,ecommerce readiness,High,10,warehouse_allocation,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,False,False
ACT0184,RSK0103,COL017,Reprioritize campaign assets,Add warehouse slot for marketing delay risk before launch gate,Sourcing Lead,2027-03-22,,In Progress,Protect launch scope,Low,RSK0103,marketing delay,Critical,16,production,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,False,False
ACT0185,RSK0155,COL011,Add warehouse slot,Confirm contingency plan for quality failure risk before launch gate,Quality Manager,2026-08-01,,In Progress,Protect launch scope,Medium,RSK0155,quality failure,Medium,8,retail_readiness,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,False,False
ACT0186,RSK0137,COL016,Update product content,Reprioritize campaign assets for quality failure risk before launch gate,Production Planner,2026-06-13,,In Progress,Contain cost exposure,Low,RSK0137,quality failure,Critical,16,design,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,False,False
ACT0187,RSK0062,COL011,Update product content,Expedite shipment for ecommerce readiness risk before launch gate,PMO,2026-08-11,,Not Started,Lower rework risk,High,RSK0062,ecommerce readiness,Medium,8,inbound_logistics,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,False,False
ACT0188,RSK0165,COL012,Reprioritize campaign assets,Validate compliance documents for data/content issue risk before launch gate,PMO,2026-10-03,,In Progress,Lower rework risk,Medium,RSK0165,data/content issue,High,12,production,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,False,False
ACT0189,RSK0051,COL020,Add warehouse slot,Escalate quality review for packaging delay risk before launch gate,Production Planner,2026-06-02,,In Progress,Improve readiness confidence,Medium,RSK0051,packaging delay,High,12,sourcing,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,False,False
ACT0190,RSK0172,COL006,Validate compliance documents,Approve partial launch for supplier capacity risk before launch gate,Marketing Manager,2026-09-28,,In Progress,Protect launch scope,Medium,RSK0172,supplier capacity,Low,3,ecommerce,Stradivarius Accessories Summer 25,BR005,Stradivarius,United Kingdom,Summer 25,2027-01-08,Omnichannel,False,False
ACT0191,RSK0152,COL029,Expedite shipment,Approve partial launch for ecommerce readiness risk before launch gate,Marketing Manager,2026-06-24,,In Progress,Contain cost exposure,High,RSK0152,ecommerce readiness,High,10,inbound_logistics,Pull&Bear Graphic Edit Holiday 25,BR002,Pull&Bear,Poland,Holiday 25,2026-09-25,Omnichannel,False,False
ACT0192,RSK0059,COL008,Add warehouse slot,Update product content for quality failure risk before launch gate,Merchandising,2026-09-29,,In Progress,Contain cost exposure,Low,RSK0059,quality failure,Medium,9,inbound_logistics,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,False,False
ACT0193,RSK0118,COL007,Confirm contingency plan,Escalate quality review for quality failure risk before launch gate,Merchandising,2026-12-18,2026-12-15,Completed,Contain cost exposure,Medium,RSK0118,quality failure,High,12,marketing,Bershka B Series AW25,BR004,Bershka,United Kingdom,AW25,2026-12-01,E-commerce,False,False
ACT0194,RSK0160,COL002,Switch supplier,Validate compliance documents for ecommerce readiness risk before launch gate,Retail Operations,2026-10-05,2026-10-01,Completed,Improve readiness confidence,Medium,RSK0160,ecommerce readiness,Critical,20,production,Oysho Ski AW25,BR006,Oysho,Portugal,AW25,2026-10-30,Omnichannel,False,False
ACT0195,RSK0096,COL020,Escalate quality review,Expedite shipment for quality failure risk before launch gate,Quality Manager,2026-08-07,,In Progress,Contain cost exposure,Medium,RSK0096,quality failure,Medium,8,quality_control,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,False,False
ACT0196,RSK0180,COL008,Validate compliance documents,Approve partial launch for logistics delay risk before launch gate,Production Planner,2026-07-20,,In Progress,Reduce launch delay,Medium,RSK0180,logistics delay,Low,3,design,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,False,False
ACT0197,RSK0113,COL011,Update product content,Update product content for customs issue risk before launch gate,Production Planner,2026-09-27,,In Progress,Contain cost exposure,Critical,RSK0113,customs issue,Medium,8,ecommerce,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,False,False
ACT0198,RSK0062,COL011,Expedite shipment,Update product content for ecommerce readiness risk before launch gate,PMO,2026-08-10,2026-08-12,Completed,Contain cost exposure,Medium,RSK0062,ecommerce readiness,Medium,8,inbound_logistics,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,False,False
ACT0199,RSK0186,COL002,Reallocate stock,Validate compliance documents for logistics delay risk before launch gate,Retail Operations,2026-09-05,2026-09-02,Completed,Protect launch scope,Critical,RSK0186,logistics delay,Low,3,inbound_logistics,Oysho Ski AW25,BR006,Oysho,Portugal,AW25,2026-10-30,Omnichannel,False,False
ACT0200,RSK0052,COL019,Reallocate stock,Expedite shipment for logistics delay risk before launch gate,Production Planner,2027-02-16,,In Progress,Contain cost exposure,Medium,RSK0052,logistics delay,Low,3,launch_governance,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,False,False
ACT0201,RSK0012,COL003,Expedite shipment,Add warehouse slot for packaging delay risk before launch gate,PMO,2026-11-08,,In Progress,Lower rework risk,Medium,RSK0012,packaging delay,High,10,production,Oysho Training Summer 25,BR006,Oysho,United States,Summer 25,2027-01-07,Omnichannel,False,False
ACT0202,RSK0039,COL010,Confirm contingency plan,Reprioritize campaign assets for data/content issue risk before launch gate,Compliance Lead,2026-04-26,,In Progress,Protect launch scope,High,RSK0039,data/content issue,Medium,6,production,Zara Home Bed Linen Summer 25,BR007,Zara Home,Germany,Summer 25,2026-07-23,Marketplace,False,True
ACT0203,RSK0130,COL005,Switch supplier,Escalate quality review for stock allocation risk before launch gate,Logistics Lead,2026-05-27,2026-05-19,Completed,Protect launch scope,High,RSK0130,stock allocation,Critical,16,warehouse_allocation,Massimo Dutti Atelier Summer 25,BR003,Massimo Dutti,Mexico,Summer 25,2026-07-25,Omnichannel,False,False
ACT0204,RSK0131,COL012,Approve partial launch,Expedite shipment for stock allocation risk before launch gate,Compliance Lead,2026-10-27,,Not Started,Improve readiness confidence,Critical,RSK0131,stock allocation,Low,4,marketing,Zara Home Kids Home SS25,BR007,Zara Home,Netherlands,SS25,2026-12-06,E-commerce,False,False
ACT0205,RSK0113,COL011,Add warehouse slot,Add warehouse slot for customs issue risk before launch gate,Production Planner,2026-09-15,2026-09-18,Completed,Protect launch scope,Critical,RSK0113,customs issue,Medium,8,ecommerce,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,False,False
ACT0206,RSK0101,COL008,Expedite shipment,Validate compliance documents for marketing delay risk before launch gate,Merchandising,2026-07-13,2026-07-07,Completed,Protect launch scope,High,RSK0101,marketing delay,Low,4,warehouse_allocation,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,False,False
ACT0207,RSK0113,COL011,Approve partial launch,Escalate quality review for customs issue risk before launch gate,Production Planner,2026-09-20,,In Progress,Contain cost exposure,High,RSK0113,customs issue,Medium,8,ecommerce,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,False,False
ACT0208,RSK0184,COL001,Update product content,Confirm contingency plan for data/content issue risk before launch gate,Quality Manager,2026-05-20,2026-05-20,Completed,Protect launch scope,High,RSK0184,data/content issue,Low,4,warehouse_allocation,Bershka Partywear Holiday 25,BR004,Bershka,Italy,Holiday 25,2026-07-23,Omnichannel,False,False
ACT0209,RSK0081,COL017,Update product content,Reallocate stock for logistics delay risk before launch gate,Compliance Lead,2027-03-15,,Not Started,Lower rework risk,High,RSK0081,logistics delay,Low,4,sourcing,Zara Woman Studio Holiday 25,BR001,Zara,Portugal,Holiday 25,2027-03-28,Retail,False,False
ACT0210,RSK0187,COL014,Validate compliance documents,Reallocate stock for stock allocation risk before launch gate,PMO,2026-08-06,,In Progress,Contain cost exposure,Medium,RSK0187,stock allocation,Low,3,launch_governance,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,False,False
ACT0211,RSK0113,COL011,Approve partial launch,Reprioritize campaign assets for customs issue risk before launch gate,Production Planner,2026-09-15,,In Progress,Contain cost exposure,Medium,RSK0113,customs issue,Medium,8,ecommerce,Stradivarius Summer Stories Holiday 25,BR005,Stradivarius,Italy,Holiday 25,2026-10-29,Retail,False,False
ACT0212,RSK0002,COL026,Add warehouse slot,Validate compliance documents for data/content issue risk before launch gate,Merchandising,2026-06-01,,In Progress,Improve readiness confidence,High,RSK0002,data/content issue,High,10,production,Pull&Bear Campus Summer 25,BR002,Pull&Bear,United Kingdom,Summer 25,2026-08-10,Retail,False,False
ACT0213,RSK0130,COL005,Escalate quality review,Confirm contingency plan for stock allocation risk before launch gate,Logistics Lead,2026-06-06,,Overdue,Reduce launch delay,Medium,RSK0130,stock allocation,Critical,16,warehouse_allocation,Massimo Dutti Atelier Summer 25,BR003,Massimo Dutti,Mexico,Summer 25,2026-07-25,Omnichannel,False,False
ACT0214,RSK0054,COL004,Reprioritize campaign assets,Approve partial launch for quality failure risk before launch gate,Marketing Manager,2026-09-17,2026-09-16,Completed,Contain cost exposure,Medium,RSK0054,quality failure,Low,4,production,Bershka Denim Core Holiday 25,BR004,Bershka,Spain,Holiday 25,2026-09-26,Retail,False,False
ACT0215,RSK0087,COL015,Escalate quality review,Reprioritize campaign assets for supplier capacity risk before launch gate,Compliance Lead,2026-10-19,,In Progress,Protect launch scope,Medium,RSK0087,supplier capacity,Medium,8,inbound_logistics,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,False,False
ACT0216,RSK0129,COL019,Update product content,Confirm contingency plan for data/content issue risk before launch gate,Sourcing Lead,2026-12-12,2026-12-12,Completed,Protect launch scope,Medium,RSK0129,data/content issue,Critical,20,retail_readiness,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,Portugal,SS25,2027-03-01,Omnichannel,False,False
ACT0217,RSK0147,COL030,Confirm contingency plan,Confirm contingency plan for supplier capacity risk before launch gate,Merchandising,2026-11-16,,In Progress,Improve readiness confidence,Medium,RSK0147,supplier capacity,Low,4,quality_control,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,False,False
ACT0218,RSK0126,COL008,Reallocate stock,Switch supplier for production backlog risk before launch gate,Marketing Manager,2026-08-22,,In Progress,Contain cost exposure,High,RSK0126,production backlog,Medium,6,ecommerce,Massimo Dutti Tailoring Holiday 25,BR003,Massimo Dutti,Italy,Holiday 25,2026-09-14,Omnichannel,False,False
ACT0219,RSK0130,COL005,Escalate quality review,Reprioritize campaign assets for stock allocation risk before launch gate,Logistics Lead,2026-05-29,2026-05-22,Completed,Lower rework risk,Medium,RSK0130,stock allocation,Critical,16,warehouse_allocation,Massimo Dutti Atelier Summer 25,BR003,Massimo Dutti,Mexico,Summer 25,2026-07-25,Omnichannel,False,False
ACT0220,RSK0053,COL026,Validate compliance documents,Escalate quality review for supplier capacity risk before launch gate,Quality Manager,2026-06-09,2026-06-05,Completed,Protect launch scope,Critical,RSK0053,supplier capacity,Medium,6,inbound_logistics,Pull&Bear Campus Summer 25,BR002,Pull&Bear,United Kingdom,Summer 25,2026-08-10,Retail,False,False
ACT0221,RSK0172,COL006,Approve partial launch,Add warehouse slot for supplier capacity risk before launch gate,Marketing Manager,2026-09-29,,Not Started,Lower rework risk,Low,RSK0172,supplier capacity,Low,3,ecommerce,Stradivarius Accessories Summer 25,BR005,Stradivarius,United Kingdom,Summer 25,2027-01-08,Omnichannel,False,False
ACT0222,RSK0160,COL002,Approve partial launch,Confirm contingency plan for ecommerce readiness risk before launch gate,Retail Operations,2026-10-02,,In Progress,Protect launch scope,Medium,RSK0160,ecommerce readiness,Critical,20,production,Oysho Ski AW25,BR006,Oysho,Portugal,AW25,2026-10-30,Omnichannel,False,False
ACT0223,RSK0160,COL002,Validate compliance documents,Reprioritize campaign assets for ecommerce readiness risk before launch gate,Retail Operations,2026-10-03,,In Progress,Contain cost exposure,High,RSK0160,ecommerce readiness,Critical,20,production,Oysho Ski AW25,BR006,Oysho,Portugal,AW25,2026-10-30,Omnichannel,False,False
ACT0224,RSK0068,COL015,Add warehouse slot,Validate compliance documents for data/content issue risk before launch gate,Retail Operations,2026-12-04,,In Progress,Improve readiness confidence,Medium,RSK0068,data/content issue,High,10,launch_governance,Pull&Bear Denim Drop SS25,BR002,Pull&Bear,United Kingdom,SS25,2026-11-25,Retail,False,False
ACT0225,RSK0183,COL016,Expedite shipment,Validate compliance documents for packaging delay risk before launch gate,E-commerce Producer,2026-08-22,2026-08-17,Completed,Improve readiness confidence,Low,RSK0183,packaging delay,Medium,6,launch_governance,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,False,False
ACT0226,RSK0184,COL001,Reallocate stock,Add warehouse slot for data/content issue risk before launch gate,Quality Manager,2026-05-10,,Not Started,Reduce launch delay,Medium,RSK0184,data/content issue,Low,4,warehouse_allocation,Bershka Partywear Holiday 25,BR004,Bershka,Italy,Holiday 25,2026-07-23,Omnichannel,False,False
ACT0227,RSK0123,COL030,Confirm contingency plan,Switch supplier for marketing delay risk before launch gate,Production Planner,2026-11-01,,Not Started,Contain cost exposure,High,RSK0123,marketing delay,High,12,marketing,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,False,False
ACT0228,RSK0145,COL023,Confirm contingency plan,Expedite shipment for marketing delay risk before launch gate,E-commerce Producer,2027-01-02,,Not Started,Contain cost exposure,Low,RSK0145,marketing delay,Low,4,ecommerce,Massimo Dutti Knitwear SS25,BR003,Massimo Dutti,Portugal,SS25,2027-02-16,Omnichannel,False,False
ACT0229,RSK0038,COL016,Confirm contingency plan,Switch supplier for marketing delay risk before launch gate,PMO,2026-08-17,,In Progress,Reduce launch delay,High,RSK0038,marketing delay,Low,4,ecommerce,Oysho Training SS25,BR006,Oysho,Portugal,SS25,2026-08-31,E-commerce,False,False
ACT0230,RSK0024,COL005,Update product content,Confirm contingency plan for supplier capacity risk before launch gate,Merchandising,2026-06-21,,Overdue,Reduce launch delay,Low,RSK0024,supplier capacity,Low,2,warehouse_allocation,Massimo Dutti Atelier Summer 25,BR003,Massimo Dutti,Mexico,Summer 25,2026-07-25,Omnichannel,False,False
ACT0231,RSK0069,COL020,Validate compliance documents,Validate compliance documents for stock allocation risk before launch gate,Merchandising,2026-05-27,,In Progress,Reduce launch delay,Medium,RSK0069,stock allocation,Medium,9,ecommerce,Oysho Training Summer 25,BR006,Oysho,Spain,Summer 25,2026-08-31,Retail,False,False
ACT0232,RSK0116,COL030,Escalate quality review,Approve partial launch for quality failure risk before launch gate,Quality Manager,2026-09-02,,In Progress,Protect launch scope,High,RSK0116,quality failure,High,12,warehouse_allocation,Zara Home Tableware SS25,BR007,Zara Home,Spain,SS25,2026-12-21,E-commerce,False,False
ACT0233,RSK0098,COL001,Add warehouse slot,Confirm contingency plan for quality failure risk before launch gate,Compliance Lead,2026-04-21,,In Progress,Lower rework risk,Medium,RSK0098,quality failure,Low,3,ecommerce,Bershka Partywear Holiday 25,BR004,Bershka,Italy,Holiday 25,2026-07-23,Omnichannel,True,False
ACT0234,RSK0139,COL029,Validate compliance documents,Reprioritize campaign assets for packaging delay risk before launch gate,E-commerce Producer,2026-08-01,,In Progress,Lower rework risk,Low,RSK0139,packaging delay,Medium,5,sourcing,Pull&Bear Graphic Edit Holiday 25,BR002,Pull&Bear,Poland,Holiday 25,2026-09-25,Omnichannel,False,False
ACT0235,RSK0144,COL026,Reallocate stock,Escalate quality review for data/content issue risk before launch gate,Retail Operations,2026-06-10,,Overdue,Protect launch scope,High,RSK0144,data/content issue,Critical,16,warehouse_allocation,Pull&Bear Campus Summer 25,BR002,Pull&Bear,United Kingdom,Summer 25,2026-08-10,Retail,False,False
ACT0236,RSK0097,COL005,Escalate quality review,Reprioritize campaign assets for packaging delay risk before launch gate,Retail Operations,2026-05-12,,Overdue,Lower rework risk,Medium,RSK0097,packaging delay,Medium,8,marketing,Massimo Dutti Atelier Summer 25,BR003,Massimo Dutti,Mexico,Summer 25,2026-07-25,Omnichannel,False,False
ACT0237,RSK0124,COL025,Reallocate stock,Expedite shipment for customs issue risk before launch gate,Logistics Lead,2027-02-27,2027-03-03,Completed,Lower rework risk,Medium,RSK0124,customs issue,Medium,8,retail_readiness,Zara Kids Back to School SS25,BR001,Zara,United Kingdom,SS25,2027-02-26,Retail,False,False
ACT0238,RSK0187,COL014,Confirm contingency plan,Reprioritize campaign assets for stock allocation risk before launch gate,PMO,2026-08-26,,Not Started,Lower rework risk,Critical,RSK0187,stock allocation,Low,3,launch_governance,Pull&Bear Denim Drop AW25,BR002,Pull&Bear,Italy,AW25,2026-11-09,Omnichannel,False,False
ACT0239,RSK0070,COL021,Confirm contingency plan,Validate compliance documents for customs issue risk before launch gate,Production Planner,2026-09-30,,Overdue,Contain cost exposure,Low,RSK0070,customs issue,High,10,quality_control,Pull&Bear Graphic Edit SS25,BR002,Pull&Bear,United States,SS25,2026-10-26,E-commerce,False,False
ACT0240,RSK0093,COL005,Confirm contingency plan,Update product content for quality failure risk before launch gate,E-commerce Producer,2026-06-25,,In Progress,Improve readiness confidence,Medium,RSK0093,quality failure,Low,2,ecommerce,Massimo Dutti Atelier Summer 25,BR003,Massimo Dutti,Mexico,Summer 25,2026-07-25,Omnichannel,False,False
